source_method,method,seed,epoch,statistic_sha256,target_sha256,module,coordinates,operator_dof,log_scale_rmse,log_scale_pearson,log_scale_spearman,correlation_defined,gain_geomean,log10_gain_range,gain_min,gain_p1,gain_p10,gain_median,gain_p90,gain_p99,gain_max
Factorized Equil,Module-Elementwise Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,__global__,206922,206921,0.0,1.0,1.0,True,0.9999999999906348,0.9208646614118492,0.1797700673341751,0.42907064394200917,0.6262611091121001,1.0594145655598064,1.4641457676887508,1.4969948220252707,1.4982422590255737
Factorized Equil,Factorized Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,conv1,160,25,0.045452587540768565,0.9746290645677259,0.9543214578694479,True,1.1988113611868263,0.3323198432477751,0.7163255214691162,0.779849398688974,0.8494363362097415,1.2464645478847551,1.4883532336879641,1.5291080385854814,1.5396792888641357
Factorized Equil,Factorized Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,conv2,4640,176,0.05387249134472888,0.927628203496581,0.9399955338047741,True,1.272004217487536,0.28881314511152956,0.8706122040748596,0.923383536338213,1.0550198910806863,1.2872464655838687,1.4970052480644047,1.6479425389966007,1.6929256916046143
Factorized Equil,Factorized Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,fc1,200832,1696,0.10159482418359558,0.9486603815480454,0.9674970920045239,True,0.9984439302289935,0.7237799719960771,0.4228188991546631,0.5152767256468883,0.6720424950116646,0.9955175518976555,1.4966158508862157,1.9906793704980446,2.2383828163146973
Factorized Equil,Factorized Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,fc2,1290,138,0.07209349824336146,0.990863181124654,0.9926194239030697,True,0.5244325128341942,1.0096768214871112,0.18652623891830442,0.2179121363992752,0.2716659949748287,0.4906478657461028,1.1545543986292823,1.7148807386113352,1.9072901010513306
Factorized Equil,Factorized Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,__global__,206922,2034,0.10058236162317902,0.9512414588886935,0.966829911668962,True,1.0000000015725232,1.0791944298746226,0.18652623891830442,0.5020587354421686,0.6705652177268925,1.0017666220660988,1.4954501271219807,1.9787649789728647,2.2383828163146973
Factorized Equil,Layer-Scalar Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,conv1,160,1,0.20307086060875057,,,False,1.198811411857605,0.0,1.198811411857605,1.198811411857605,1.198811411857605,1.198811411857605,1.198811411857605,1.198811411857605,1.198811411857605
Factorized Equil,Layer-Scalar Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,conv2,4640,1,0.144235029403329,,,False,1.272004246711731,0.0,1.272004246711731,1.272004246711731,1.272004246711731,1.272004246711731,1.272004246711731,1.272004246711731,1.272004246711731
Factorized Equil,Layer-Scalar Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,fc1,200832,1,0.32120122057543526,,,False,0.9984439015388489,0.0,0.9984439015388489,0.9984439015388489,0.9984439015388489,0.9984439015388489,0.9984439015388489,0.9984439015388489,0.9984439015388489
Factorized Equil,Layer-Scalar Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,fc2,1290,1,0.5345371383450516,,,False,0.5244324803352355,0.0,0.5244324803352356,0.5244324803352356,0.5244324803352356,0.5244324803352356,0.5244324803352356,0.5244324803352356,0.5244324803352356
Factorized Equil,Layer-Scalar Equil,7,3,b96a650f96110736e79e122c996e0372fb10677d2637c6becd3db6b365d03526,b43b59b39f5b837e65619965ed50c71d7267d74307992680bacc66a576b91a6b,__global__,206922,3,0.32002105720745083,0.19207185308772662,0.14578916842106013,True,0.9999999738449081,0.3847989796933752,0.5244324803352356,0.9984439015388489,0.9984439015388489,0.9984439015388489,0.9984439015388489,1.272004246711731,1.272004246711731
Factorized Equil,Module-Elementwise Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv1,160,160,0.0,1.0,1.0,True,1.2281668622879778,0.3152649378555196,0.7249135971069336,0.742339902461975,0.9039587316232249,1.29156547734464,1.486094528898274,1.4969992576238214,1.4981358051300049
Factorized Equil,Module-Elementwise Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv2,4640,4640,0.0,0.9999999999999999,1.0,True,1.2291102668151475,0.3646847442483005,0.6482923626899719,0.7414885877005232,0.9728249693399674,1.2607882020558074,1.4979513645102174,1.5003636181347482,1.5012590885162354
Factorized Equil,Module-Elementwise Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc1,200832,200832,0.0,0.9999999999999998,1.0,True,0.9998088016641619,0.6934903513365521,0.3041276335716247,0.4351436462887378,0.6203038036811003,1.0557119250296183,1.4626471638678764,1.5011744499206543,1.5015722513198853
Factorized Equil,Module-Elementwise Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc2,1290,1290,0.0,1.0,1.0,True,0.47819907813118934,1.117462078137202,0.11457349359989168,0.15378501500590058,0.22670723137446083,0.4445266180561567,1.2646945365865727,1.5009881944992172,1.5015722513198853
Factorized Equil,Module-Elementwise Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,__global__,206922,206921,0.0,1.0,1.0,True,1.000000000196035,1.117462078137202,0.11457349359989168,0.4201207252450418,0.618692320579667,1.0617697238900436,1.4636547565458458,1.5011269307132735,1.5015722513198853
Factorized Equil,Factorized Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv1,160,25,0.047892586617096125,0.9654678040162117,0.9475272471580921,True,1.2281668606377065,0.30703164409721395,0.7651754021644592,0.7988098699640384,0.9106120907320946,1.2673824830973985,1.492199647214037,1.5402973525252683,1.5516459941864014
Factorized Equil,Factorized Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv2,4640,176,0.06365531752876215,0.9244569308703685,0.9314629034895799,True,1.2291102607838937,0.3503103135887329,0.7824738025665283,0.8532484064470371,0.9823098593183641,1.2387177347960214,1.5131530478721962,1.688688741960217,1.7529927492141724
Factorized Equil,Factorized Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc1,200832,1696,0.10744258053963633,0.9453512400345592,0.9665108930299634,True,0.9998087996864446,0.7455464651428629,0.40011605620384216,0.5125686689682741,0.667001247400613,0.9961003959102416,1.516951048361559,2.0237691038311945,2.227062702178955
Factorized Equil,Factorized Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc2,1290,138,0.08064256821102785,0.9913763573081019,0.9935552720940094,True,0.47819907370880177,1.1558774950266946,0.12853455543518064,0.16265248064463986,0.23109677238819049,0.440712764047522,1.2162836954286476,1.7202896264521343,1.8403371572494507
Factorized Equil,Factorized Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,__global__,206922,2034,0.10647691215684141,0.948407018414456,0.9656356275419414,True,0.99999999810743,1.2387125448300793,0.12853455543518064,0.49585678033236186,0.6653248548502154,1.0022363662675418,1.515564131735432,2.019367432369906,2.227062702178955
Factorized Equil,Layer-Scalar Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv1,160,1,0.1838328955363403,,,False,1.2281668186187744,0.0,1.2281668186187744,1.2281668186187744,1.2281668186187744,1.2281668186187744,1.2281668186187744,1.2281668186187744,1.2281668186187744
Factorized Equil,Layer-Scalar Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,conv2,4640,1,0.16694879095223467,,,False,1.2291102409362793,0.0,1.2291102409362793,1.2291102409362793,1.2291102409362793,1.2291102409362793,1.2291102409362793,1.2291102409362793,1.2291102409362793
Factorized Equil,Layer-Scalar Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc1,200832,1,0.3295241599921172,,,False,0.9998087882995605,0.0,0.9998087882995605,0.9998087882995605,0.9998087882995605,0.9998087882995605,0.9998087882995605,0.9998087882995605,0.9998087882995605
Factorized Equil,Layer-Scalar Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,fc2,1290,1,0.6153784732431535,,,False,0.478199064731598,0.0,0.4781990647315979,0.4781990647315979,0.4781990647315979,0.4781990647315979,0.4781990647315979,0.4781990647315979,0.4781990647315979
Factorized Equil,Layer-Scalar Equil,7,4,99924e6cc408458346b10aebe984858db85eee933b26b8a5b84218884985ee78,0c43758ef78de02bc23190688eab195ca7e3a47f6468d3ffd3439fb7287621db,__global__,206922,3,0.3292450533904726,0.1970660601054424,0.12519688196216489,True,0.9999999865479744,0.40998211484450164,0.4781990647315979,0.9998087882995605,0.9998087882995605,0.9998087882995605,0.9998087882995605,1.2291102409362793,1.2291102409362793
Factorized Equil,Module-Elementwise Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv1,160,160,0.0,1.0,1.0,True,1.2696397074965042,0.23692882485020922,0.8616999387741089,0.9250573011353419,1.0316984337953954,1.3141581275195127,1.4631298778706605,1.486770752129093,1.4869107007980347
Factorized Equil,Module-Elementwise Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv2,4640,4640,0.0,1.0,1.0,True,1.1897481934879928,0.3886756553853189,0.6079514026641846,0.7221161645431823,0.9318035650097138,1.215798139570998,1.4837805986267867,1.4875986027715362,1.487799882888794
Factorized Equil,Module-Elementwise Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc1,200832,200832,0.0,0.9999999999999998,1.0,True,1.0003560108138438,0.6639387320647556,0.32256776094436646,0.4589301520135162,0.6478700757026663,1.0472974777152206,1.4302957773208547,1.485139571428298,1.487851858139038
Factorized Equil,Module-Elementwise Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc2,1290,1290,0.0,1.0,1.0,True,0.49166540526118807,0.9910983750132166,0.15186624228954315,0.18099519287228405,0.24195285535360642,0.44196406599909555,1.2880270730817016,1.4830554233375373,1.487851619720459
Factorized Equil,Module-Elementwise Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,__global__,206922,206921,0.0,0.9999999999999998,1.0,True,0.999999999992113,0.991098444606087,0.15186624228954315,0.4415747299705918,0.6461307883222096,1.0520691275591738,1.4316558957098302,1.4856724870204283,1.487851858139038
Factorized Equil,Factorized Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv1,160,25,0.031223960404261064,0.9695298436212204,0.9608314777921013,True,1.2696397364520011,0.23663066631190424,0.8893494606018066,0.9543932781399419,1.0213383089583787,1.295573918669244,1.4674611972435263,1.5164444027348825,1.533568263053894
Factorized Equil,Factorized Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv2,4640,176,0.0589628323987323,0.9410634348463072,0.9495294453128348,True,1.1897481996652362,0.36282262961827105,0.7541896104812622,0.8176759145678852,0.9353114538390932,1.201074538749906,1.472919603334153,1.6533582719596944,1.7390143871307373
Factorized Equil,Factorized Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc1,200832,1696,0.0939471050521394,0.9509475154217456,0.9702536269911171,True,1.000356014335717,0.7191699706171109,0.4075806438922882,0.531573995204464,0.6878264248370601,0.9966604113570936,1.4651484012602904,1.9189583776071804,2.1349294185638428
Factorized Equil,Factorized Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc2,1290,138,0.06808500163181377,0.9934512225548827,0.9944557021757022,True,0.4916654011056658,1.0304191225660995,0.1650703400373459,0.1874242105587957,0.24428233372871178,0.4387619148909617,1.242703384935623,1.6571488943268766,1.7704683542251587
Factorized Equil,Factorized Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,__global__,206922,2034,0.09313381685222652,0.9538938470135407,0.9697070988312422,True,1.0000000034904857,1.111714475772639,0.1650703400373459,0.5123028367455643,0.6861553251731571,1.0014025568937812,1.4649842977488445,1.9161781787751742,2.1349294185638428
Factorized Equil,Layer-Scalar Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv1,160,1,0.1274586643100018,,,False,1.2696397304534912,0.0,1.2696397304534912,1.2696397304534912,1.2696397304534912,1.2696397304534912,1.2696397304534912,1.2696397304534912,1.2696397304534912
Factorized Equil,Layer-Scalar Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,conv2,4640,1,0.1743275644340249,,,False,1.1897481679916382,0.0,1.1897481679916382,1.1897481679916382,1.1897481679916382,1.1897481679916382,1.1897481679916382,1.1897481679916382,1.1897481679916382
Factorized Equil,Layer-Scalar Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc1,200832,1,0.30368972897994095,,,False,1.0003559589385986,0.0,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.0003559589385986
Factorized Equil,Layer-Scalar Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,fc2,1290,1,0.5958933374708753,,,False,0.4916653931140899,0.0,0.49166539311408997,0.49166539311408997,0.49166539311408997,0.49166539311408997,0.49166539311408997,0.49166539311408997,0.49166539311408997
Factorized Equil,Layer-Scalar Equil,7,5,078c04b75b126dd0e88c03d0177f36e9bcaf0fb8d70456bd092390ac30e26755,e6b8bbd8e034cb44bf56488580bb446dfbd5446bc0634c74eb42f32cc90f8ea7,__global__,206922,3,0.30400790081772056,0.20031165348928628,0.11836816966007355,True,0.9999999490409589,0.41201086355548217,0.49166539311408997,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.0003559589385986,1.1897481679916382,1.2696397304534912
Layer-Scalar Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,160,0.0,1.0,1.0,True,1.4934854024707789,0.138392112365128,1.1610636711120605,1.2492795036269106,1.4443395393638434,1.4947717032160144,1.5674480643499162,1.5955950133532857,1.5967912673950195
Layer-Scalar Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,4640,0.0,1.0,1.0,True,1.3149996484357211,0.506255630061352,0.5034248232841492,0.7458557813043335,0.9645096290338545,1.4220163820463942,1.6004314780018367,1.6147485649495184,1.6150659322738647
Layer-Scalar Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,200832,0.0,0.9999999999999999,1.0,True,0.9939031598737249,0.8959519703814028,0.20522879064083097,0.36921172767290955,0.4949580311750194,1.128678560235044,1.6150659322738647,1.6150659322738647,1.6150659322738647
Layer-Scalar Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,1290,0.0,1.0,1.0,True,0.9206926657658117,1.033492281379256,0.14951954782009125,0.2751372553433489,0.45612675864639596,0.982052490293234,1.6150659322738647,1.6150659322738647,1.6150659322738647
Layer-Scalar Equil,Module-Elementwise Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,206921,0.0,0.9999999999999999,0.9999999999999999,True,0.9999999954176217,1.033492281379256,0.14951954782009125,0.36947873999670583,0.49726491868417166,1.1420199274938374,1.6150659322738647,1.6150659322738647,1.6150659322738647
Layer-Scalar Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,25,0.022458548774226792,0.8754978106510743,0.8639106996367046,True,1.4934854138434746,0.08542301586172629,1.3214478492736816,1.3313600952522113,1.4369479431890122,1.4911273669559417,1.5835824030951042,1.6062889714690531,1.6086925268173218
Layer-Scalar Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,176,0.08597999400000914,0.907232314533015,0.9240985055681681,True,1.3149996561321315,0.4637078409833515,0.6719903349876404,0.8747554483373269,1.0217114862898384,1.3159779305302015,1.6631581585925348,1.9167354297489647,1.9546583890914917
Layer-Scalar Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,1696,0.1836282256848324,0.922433685578216,0.9457795604979686,True,0.9939031641801201,0.9399882731960253,0.301334023475647,0.4588412055372842,0.5677333772138465,1.0025738477672608,1.844844913480869,2.6110177014548257,2.624438762664795
Layer-Scalar Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,138,0.057750160694056585,0.9938279852299644,0.9680042808324524,True,0.9206926666260326,1.029683906209374,0.1700037121772766,0.30339633988013526,0.47085669114956985,0.9691377137413042,1.6744044758771262,1.8202972412109375,1.8202972412109375
Layer-Scalar Equil,Factorized Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,2034,0.18142180341347672,0.9236090481035972,0.942777259287272,True,0.999999999765868,1.1885780389378289,0.1700037121772766,0.4581425073649466,0.5687826573846968,1.0180464386916115,1.8250047921179586,2.6093015670776367,2.624438762664795
Layer-Scalar Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv1,160,1,0.046476660454737855,,,False,1.4934854507446291,0.0,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629,1.493485450744629
Layer-Scalar Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,conv2,4640,1,0.20440770004680897,,,False,1.3149996995925903,0.0,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903,1.3149996995925903
Layer-Scalar Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc1,200832,1,0.47552918439652264,,,False,0.9939031600952148,0.0,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148
Layer-Scalar Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,fc2,1290,1,0.520590064083374,,,False,0.9206926822662354,0.0,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354,0.9206926822662354
Layer-Scalar Equil,Layer-Scalar Equil,7,1,83af36b276f8b2b8ba65cd35f62019e20f98e240c4e9cbf508e0fe0acc070f7f,dfc8185a304cb3f9859d518ebeb81a46df2c9eb4686f132cc28d98be1f3b41e7,__global__,206922,3,0.4712758299896105,0.09173133039391759,0.05393989188923992,True,0.999999996642981,0.21008630478487136,0.9206926822662354,0.9939031600952148,0.9939031600952148,0.9939031600952148,0.9939031600952148,1.3149996995925903,1.493485450744629
Layer-Scalar Equil,Module-Elementwise Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,conv1,160,160,0.0,1.0,1.0,True,1.2621664386791207,0.3195300722334721,0.7181404829025269,0.8122665556519212,0.9443874484814301,1.31674525542586,1.4843002971181267,1.4939111947245516,1.4987854957580566
Layer-Scalar Equil,Module-Elementwise Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,conv2,4640,4640,0.0,0.9999999999999999,1.0,True,1.3312263311369437,0.32476126856737886,0.712249755859375,0.8806822346203751,1.120515845982213,1.3797900078085414,1.499159967894797,1.5031651293672186,1.5045047998428345
Layer-Scalar Equil,Module-Elementwise Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,fc1,200832,200832,0.0,0.9999999999999999,1.0,True,0.9973866616324074,0.7317893834511805,0.27900558710098267,0.4107152026663676,0.6055592536907641,1.055075585841646,1.481657350063251,1.5045349597930908,1.5045349597930908
Layer-Scalar Equil,Module-Elementwise Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,fc2,1290,1290,0.0,1.0,0.9999999999999999,True,0.5217502457020354,1.0393856395393961,0.13740946352481842,0.18939041597836445,0.27258980228260077,0.48285084887191165,1.1893736752538335,1.5045349597930908,1.5045349597930908
Layer-Scalar Equil,Module-Elementwise Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,__global__,206922,206921,0.0,1.0,0.9999999999999999,True,0.9999999997594733,1.0393856395393961,0.13740946352481842,0.3986134496154742,0.6041757702764698,1.063865423201553,1.4824764728545712,1.5045349597930908,1.5045349597930908
Layer-Scalar Equil,Factorized Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,conv1,160,25,0.036621520523200765,0.9767043424554924,0.9494286886206492,True,1.262166448911677,0.28214474297915076,0.7986391186714172,0.855892689314722,0.9278262317855382,1.259981150879242,1.4919301012278487,1.5231087397050025,1.5293092727661133
Layer-Scalar Equil,Factorized Equil,7,2,1bb097b53c1d1abbf72cf7673ea5f0edbbc77c1ac85ebfee0e2b471e1c425c5a,be582261e74687e9181fdcbd125cfbe93f544dd60e9dd966297fee9689271693,conv2,4640,176,0.05263238440193414,0.9062626899127698,0.9175327961859302,True,1.3312263463548872,0.24976259068932116,0.9256752729415894,0.9967273800261504,1.1276200345617282,1.3467519282059626,1.5213427066299765,1.6373393368714029,1.6452096700668335
